,castTotalLikes,directorLikes,actor1likes,movieLikes,fbPosters,year,duration,genre,contentRating,criticReviews,userReviews,userVotes,rating
772,24458,16000.0,13000.0,23000,1.0,2009.0,134.0,Biography,PG-13,306.0,259.0,124222,7.4
773,19776,162.0,18000.0,0,3.0,2009.0,127.0,Crime,PG-13,252.0,235.0,113295,7.1
774,10623,209.0,8000.0,0,0.0,2009.0,125.0,Comedy,PG-13,211.0,184.0,41727,6.2
775,2151,80.0,1000.0,448,2.0,1999.0,94.0,Comedy,PG,49.0,73.0,10883,4.9
776,1352,69.0,310.0,690,0.0,2006.0,107.0,Action,PG-13,161.0,213.0,42144,6.1
777,22668,2.0,12000.0,0,1.0,2009.0,91.0,Adventure,PG,156.0,72.0,41259,6.1
778,31224,53.0,27000.0,0,0.0,2002.0,116.0,Action,PG-13,172.0,842.0,58450,6.4
779,1395,0.0,436.0,0,1.0,2003.0,100.0,Comedy,PG-13,161.0,322.0,76560,6.3
780,17871,39.0,16000.0,11000,0.0,2012.0,111.0,Drama,PG-13,239.0,150.0,47954,6.8
781,7053,258.0,2000.0,0,1.0,2010.0,117.0,Crime,R,258.0,256.0,75201,6.6
782,1976,0.0,510.0,956,0.0,1997.0,110.0,Horror,R,95.0,165.0,19176,5.7
783,22889,11000.0,22000.0,846,1.0,2002.0,96.0,Comedy,R,105.0,138.0,69319,5.9
784,38809,50.0,22000.0,0,2.0,2008.0,101.0,Action,R,198.0,248.0,73368,6.0
785,16536,17.0,13000.0,0,1.0,1998.0,111.0,Action,R,79.0,127.0,54314,6.1
786,23745,456.0,21000.0,0,0.0,2009.0,117.0,Biography,PG-13,210.0,143.0,44099,6.7
787,34774,0.0,13000.0,0,3.0,2000.0,126.0,Drama,PG-13,125.0,267.0,45296,6.7
788,36897,488.0,22000.0,15000,1.0,2000.0,152.0,Adventure,R,149.0,822.0,207287,7.9
789,14918,25.0,13000.0,470,0.0,2006.0,86.0,Animation,PG,77.0,74.0,27517,5.0
790,993,93.0,287.0,0,2.0,2005.0,101.0,Action,PG-13,77.0,213.0,51349,4.3
791,1417,124.0,865.0,20000,0.0,2011.0,87.0,Action,PG-13,225.0,233.0,97089,5.7
792,11301,0.0,11000.0,880,0.0,2003.0,85.0,Adventure,PG,98.0,91.0,36144,6.7
793,2525,545.0,722.0,10000,0.0,1997.0,130.0,Horror,R,172.0,857.0,120416,6.7
794,87697,0.0,26000.0,123000,3.0,2012.0,173.0,Action,PG-13,703.0,1722.0,995415,8.1
795,2109,293.0,780.0,0,0.0,2002.0,104.0,Drama,PG-13,117.0,243.0,31788,6.1
796,22833,0.0,19000.0,0,0.0,2006.0,121.0,Crime,R,240.0,644.0,63363,5.6
797,12634,23.0,11000.0,2000,1.0,2006.0,140.0,Action,PG-13,123.0,247.0,35565,6.6
798,3012,37.0,968.0,0,3.0,2001.0,131.0,Action,R,110.0,281.0,57100,6.9
799,1262,394.0,889.0,589,0.0,2000.0,91.0,Horror,PG-13,100.0,282.0,14596,4.8
800,22447,167.0,20000.0,17000,0.0,2014.0,118.0,Drama,PG-13,189.0,126.0,41288,6.2
801,10247,91.0,5000.0,44000,3.0,2013.0,130.0,Fantasy,PG-13,212.0,457.0,107028,6.0
802,1865,48.0,973.0,791,1.0,2008.0,90.0,Adventure,PG,127.0,109.0,31640,4.9
803,1467,179.0,794.0,0,2.0,2005.0,103.0,Drama,PG-13,196.0,411.0,44966,5.6
804,15275,2000.0,11000.0,641,0.0,1999.0,122.0,Comedy,PG-13,115.0,195.0,35599,6.1
805,5329,34.0,3000.0,0,3.0,2008.0,106.0,Adventure,PG,161.0,110.0,60232,6.1
806,20881,436.0,19000.0,2000,1.0,2008.0,103.0,Action,PG-13,223.0,290.0,53864,4.8
807,42683,192.0,40000.0,12000,2.0,2015.0,107.0,Action,R,181.0,188.0,47320,5.5
808,26564,892.0,26000.0,0,3.0,2007.0,156.0,Action,PG-13,140.0,368.0,38398,3.8
809,12947,258.0,11000.0,0,2.0,2003.0,127.0,Adventure,R,54.0,156.0,22570,6.5
811,12133,131.0,11000.0,0,0.0,2005.0,132.0,Action,R,81.0,183.0,18209,6.7
812,18239,84.0,16000.0,117000,0.0,2016.0,108.0,Action,R,579.0,1058.0,479047,8.1
813,2367,65.0,743.0,296,1.0,1998.0,114.0,Comedy,PG,56.0,88.0,16260,4.9
814,16277,16000.0,14000.0,112000,0.0,2014.0,133.0,Action,R,490.0,916.0,325264,7.3
815,5497,11.0,2000.0,35000,4.0,2015.0,103.0,Adventure,PG,218.0,154.0,47968,6.4
817,2876,70.0,970.0,0,1.0,2005.0,95.0,Comedy,PG-13,142.0,263.0,82819,6.7
818,6299,32.0,1000.0,500,0.0,2000.0,90.0,Comedy,PG,57.0,85.0,15517,3.6
819,14574,10.0,13000.0,2000,1.0,1988.0,87.0,Action,R,84.0,171.0,92106,5.7
820,589,0.0,142.0,472,8.0,2008.0,114.0,Comedy,PG-13,186.0,120.0,27664,6.0
821,36167,153.0,12000.0,0,4.0,2015.0,119.0,Comedy,TV-14,53.0,143.0,27019,4.9
822,3150,30.0,963.0,0,2.0,2009.0,103.0,Comedy,PG-13,133.0,121.0,29523,4.7
823,5081,189.0,1000.0,22000,2.0,2013.0,125.0,Comedy,PG-13,246.0,281.0,159931,6.3
824,16098,545.0,14000.0,19000,1.0,2010.0,97.0,Action,R,253.0,410.0,131447,5.9
825,4416,143.0,1000.0,0,0.0,2012.0,125.0,Action,PG-13,144.0,273.0,28807,5.9
827,45271,138.0,18000.0,11000,2.0,1997.0,136.0,Drama,R,117.0,431.0,259519,7.5
828,16484,51.0,11000.0,12000,2.0,2012.0,116.0,Comedy,R,157.0,198.0,70681,5.6
829,2710,357.0,2000.0,0,0.0,1996.0,103.0,Action,PG-13,60.0,139.0,78343,6.4
830,9814,420.0,4000.0,782,2.0,2004.0,97.0,Action,PG-13,117.0,147.0,38298,6.3
831,16121,83.0,12000.0,18000,1.0,2011.0,96.0,Action,PG-13,287.0,331.0,87745,4.3
832,23325,108.0,23000.0,0,2.0,2001.0,131.0,Drama,R,96.0,220.0,28099,5.9
834,16884,163.0,14000.0,0,0.0,2005.0,95.0,Action,PG,125.0,225.0,66308,5.5
835,14146,10.0,12000.0,0,1.0,2004.0,86.0,Action,PG-13,117.0,221.0,53118,6.2
836,15700,0.0,15000.0,59000,0.0,1994.0,142.0,Comedy,PG-13,149.0,1398.0,1251222,8.8
837,2847,25.0,1000.0,0,0.0,2007.0,92.0,Animation,PG,131.0,146.0,57276,5.2
838,24286,116.0,22000.0,0,2.0,2000.0,108.0,Comedy,PG-13,150.0,507.0,260442,7.0
839,26754,12.0,23000.0,0,1.0,1995.0,84.0,Adventure,G,92.0,216.0,119675,6.6
840,12940,503.0,10000.0,0,0.0,1978.0,188.0,Action,PG,169.0,497.0,126357,7.3
841,3155,293.0,851.0,960,1.0,1996.0,95.0,Comedy,PG-13,57.0,99.0,86556,5.6
842,13426,72.0,10000.0,0,1.0,2005.0,118.0,Comedy,PG-13,171.0,372.0,244840,6.6
843,4518,39.0,3000.0,5000,0.0,1997.0,92.0,Action,PG,53.0,103.0,56168,5.4
844,5713,58.0,3000.0,0,3.0,2003.0,74.0,Comedy,R,153.0,332.0,162331,6.3
845,16281,521.0,15000.0,65000,0.0,2013.0,134.0,Biography,PG-13,491.0,527.0,323353,7.9
846,39822,189.0,15000.0,0,2.0,2010.0,101.0,Comedy,PG-13,247.0,207.0,127571,6.3
847,2638,52.0,795.0,0,0.0,1995.0,100.0,Comedy,PG,26.0,92.0,85903,6.0
848,37605,845.0,18000.0,56000,0.0,2014.0,132.0,Action,R,292.0,436.0,229574,7.2
849,7184,61.0,5000.0,0,2.0,2002.0,105.0,Comedy,PG-13,114.0,242.0,68417,5.1
850,30132,12000.0,18000.0,0,0.0,1995.0,123.0,Action,R,82.0,194.0,81026,7.3
851,11036,125.0,10000.0,32000,0.0,2006.0,117.0,Biography,PG-13,201.0,611.0,338383,8.0
852,2287,124.0,931.0,0,1.0,2005.0,98.0,Drama,PG-13,231.0,600.0,126746,6.2
853,3888,272.0,2000.0,0,0.0,1994.0,128.0,Drama,R,55.0,95.0,36587,6.0
854,13905,52.0,12000.0,0,1.0,1998.0,114.0,Drama,PG-13,110.0,322.0,94407,6.7
855,3983,16000.0,926.0,13000,0.0,2003.0,111.0,Action,R,354.0,2105.0,735784,8.1
856,22458,0.0,21000.0,0,2.0,1999.0,85.0,Comedy,PG-13,140.0,358.0,56874,6.4
858,1959,16000.0,890.0,0,0.0,2004.0,137.0,Action,R,304.0,935.0,512749,8.0
859,14432,96.0,13000.0,0,1.0,1989.0,97.0,Action,R,45.0,149.0,75365,6.3
860,25599,0.0,13000.0,8000,3.0,1992.0,104.0,Comedy,PG-13,49.0,173.0,78974,6.4
861,939,9.0,485.0,0,2.0,2000.0,110.0,Action,PG-13,146.0,293.0,96690,6.6
862,2916,53.0,1000.0,0,0.0,1996.0,133.0,Action,R,60.0,144.0,40858,6.4
863,2820,70.0,1000.0,14000,1.0,2011.0,94.0,Comedy,PG,189.0,108.0,67191,6.0
864,7247,50.0,5000.0,0,0.0,2008.0,104.0,Action,PG-13,206.0,279.0,88049,6.6
865,3104,39.0,1000.0,0,1.0,2013.0,91.0,Adventure,PG,118.0,73.0,18042,5.9
866,1543,21000.0,534.0,0,0.0,1992.0,145.0,Action,R,210.0,776.0,207686,6.4
867,164,317.0,57.0,0,1.0,1996.0,135.0,Biography,PG,76.0,194.0,29205,6.3
868,24270,287.0,22000.0,0,2.0,1998.0,122.0,Action,R,149.0,572.0,145422,7.3
869,1752,81.0,1000.0,0,0.0,1996.0,110.0,Adventure,R,62.0,155.0,46239,6.8
870,3697,17.0,838.0,30000,0.0,2014.0,95.0,Animation,PG,224.0,174.0,49207,7.2
871,2488,82.0,622.0,15000,4.0,2012.0,102.0,Action,R,265.0,207.0,104066,5.7
872,2248,607.0,933.0,0,1.0,2003.0,94.0,Action,R,135.0,321.0,35830,6.0
873,13406,226.0,12000.0,0,1.0,1999.0,126.0,Drama,R,100.0,232.0,27191,6.5
874,14036,101.0,13000.0,0,2.0,2003.0,118.0,Comedy,PG-13,123.0,154.0,44453,5.8
875,10026,3.0,8000.0,0,3.0,2008.0,99.0,Comedy,R,164.0,119.0,67005,5.8
876,6254,91.0,4000.0,0,0.0,2012.0,88.0,Adventure,PG,238.0,101.0,36877,6.7
877,12840,16000.0,11000.0,14000,0.0,2008.0,141.0,Crime,R,264.0,387.0,199056,7.8
878,31014,99.0,18000.0,1000,1.0,1996.0,107.0,Action,PG-13,47.0,95.0,40346,5.6
879,24618,12000.0,22000.0,0,3.0,1996.0,116.0,Action,R,50.0,89.0,38533,5.8
880,20660,541.0,18000.0,0,0.0,2004.0,143.0,Drama,PG-13,153.0,2047.0,96654,7.4
881,16899,159.0,13000.0,0,1.0,2007.0,114.0,Biography,PG-13,202.0,216.0,54787,6.9
882,10185,45.0,9000.0,0,0.0,2005.0,93.0,Action,PG-13,178.0,532.0,110614,5.5
883,1671,33.0,789.0,953,0.0,2003.0,280.0,Drama,PG-13,84.0,497.0,13215,6.3
884,3952,0.0,995.0,316,0.0,1997.0,100.0,Action,R,44.0,84.0,8983,4.7
885,3742,11.0,939.0,610,2.0,2009.0,107.0,Comedy,PG,93.0,39.0,10417,5.6
886,6089,33.0,3000.0,10000,4.0,2014.0,119.0,Adventure,PG,277.0,110.0,24285,6.4
887,2260,906.0,956.0,437,0.0,2004.0,95.0,Action,PG,76.0,229.0,11148,4.2
888,4315,59.0,2000.0,19000,1.0,2010.0,119.0,Drama,PG-13,197.0,222.0,61680,6.4
889,405,0.0,226.0,0,1.0,2004.0,133.0,Drama,R,186.0,239.0,62607,7.7
890,1403,0.0,617.0,0,0.0,1962.0,152.0,Crime,Not Rated,103.0,207.0,67822,7.7
891,15803,13.0,13000.0,448,1.0,2002.0,96.0,Crime,R,66.0,142.0,19706,5.3
892,15371,0.0,12000.0,0,1.0,2002.0,117.0,Action,R,224.0,559.0,158267,6.7
893,14727,125.0,10000.0,26000,1.0,2008.0,123.0,Drama,PG-13,202.0,599.0,232710,7.7
894,25418,394.0,13000.0,10000,3.0,2012.0,92.0,Action,R,279.0,131.0,39247,5.7
895,16949,0.0,14000.0,0,1.0,1990.0,170.0,Crime,R,110.0,545.0,267980,7.6
896,12700,488.0,5000.0,0,0.0,2005.0,123.0,Comedy,PG-13,190.0,495.0,58658,6.4
897,847,94.0,277.0,0,1.0,2006.0,110.0,Comedy,PG-13,136.0,195.0,68417,5.6
898,2908,44.0,593.0,0,4.0,1980.0,116.0,Action,PG,121.0,269.0,76331,6.8
899,286,102.0,117.0,2000,0.0,2003.0,121.0,Comedy,R,131.0,418.0,41620,2.4
900,27614,234.0,14000.0,0,0.0,2006.0,128.0,Drama,PG-13,127.0,178.0,20740,6.2
901,26527,309.0,23000.0,0,0.0,2000.0,99.0,Action,R,160.0,301.0,58416,5.9
902,6017,383.0,4000.0,0,1.0,1997.0,94.0,Adventure,G,78.0,191.0,86347,7.1
903,2601,1000.0,1000.0,10000,1.0,2001.0,127.0,Drama,PG-13,209.0,2319.0,224013,7.6
904,13390,17.0,12000.0,361,1.0,2001.0,89.0,Crime,PG-13,98.0,190.0,21283,5.5
905,63769,108.0,40000.0,44000,7.0,2015.0,123.0,Biography,R,391.0,289.0,115216,7.0
906,24468,16000.0,23000.0,0,0.0,2006.0,135.0,Drama,R,279.0,415.0,101221,7.1
907,22517,473.0,18000.0,21000,0.0,2009.0,118.0,Crime,R,216.0,429.0,217480,7.4
908,22186,0.0,16000.0,0,0.0,2007.0,189.0,Action,R,250.0,532.0,155496,7.6
909,2397,438.0,852.0,853,1.0,1998.0,172.0,Drama,R,78.0,207.0,6082,5.9
910,26334,161.0,21000.0,672,1.0,2007.0,124.0,Drama,PG-13,106.0,63.0,18310,5.9
911,48153,14000.0,29000.0,15000,0.0,2002.0,141.0,Biography,PG-13,194.0,667.0,525801,8.0
912,2759,0.0,1000.0,39000,0.0,2012.0,157.0,Drama,R,558.0,640.0,216032,7.4
913,8315,235.0,4000.0,0,1.0,2006.0,106.0,Comedy,PG-13,183.0,483.0,102167,5.8
914,26002,58.0,14000.0,10000,1.0,2008.0,108.0,Comedy,PG-13,238.0,611.0,145974,6.3
915,45696,0.0,14000.0,9000,12.0,2010.0,125.0,Comedy,PG-13,186.0,211.0,95437,5.7
916,2297,422.0,631.0,0,5.0,2005.0,107.0,Action,PG-13,144.0,612.0,66382,5.1
917,1937,0.0,648.0,0,0.0,1998.0,215.0,Drama,R,156.0,1448.0,138941,7.6
918,28045,71.0,16000.0,13000,2.0,2011.0,118.0,Comedy,R,215.0,149.0,136680,6.4
919,209,869.0,134.0,0,1.0,1999.0,118.0,Biography,R,140.0,549.0,100743,7.4
920,24183,17000.0,22000.0,11000,2.0,1995.0,178.0,Biography,R,133.0,533.0,333542,8.2
921,488,180.0,211.0,0,1.0,2010.0,92.0,Action,R,203.0,211.0,97775,6.5
922,2422,13.0,961.0,846,3.0,2003.0,104.0,Action,PG-13,127.0,180.0,42324,5.5
923,1711,101.0,889.0,0,1.0,2000.0,116.0,Comedy,R,155.0,481.0,185878,6.5
924,2055,176.0,677.0,605,1.0,2006.0,90.0,Animation,PG,98.0,155.0,21396,5.6
925,5468,14.0,2000.0,1000,0.0,2006.0,93.0,Comedy,PG,71.0,110.0,15740,4.9
926,64040,129.0,21000.0,13000,2.0,2009.0,130.0,Adventure,PG-13,299.0,919.0,220758,4.6
927,275,80.0,145.0,0,1.0,2001.0,90.0,Adventure,PG,212.0,945.0,467113,7.9
928,14607,53.0,13000.0,36000,2.0,2011.0,106.0,Romance,PG-13,413.0,407.0,200035,7.1
929,38518,58.0,25000.0,0,0.0,1991.0,155.0,Action,PG-13,67.0,322.0,145257,6.9
930,12182,488.0,10000.0,0,0.0,1996.0,139.0,Comedy,R,109.0,318.0,189923,7.3
931,21773,3000.0,15000.0,74000,1.0,2012.0,112.0,Comedy,R,457.0,623.0,471644,7.0
932,1474,274.0,625.0,11000,0.0,1997.0,139.0,Comedy,PG-13,156.0,470.0,224671,7.7
933,74382,293.0,49000.0,0,1.0,1998.0,115.0,Biography,PG-13,55.0,375.0,80580,6.7
934,28176,285.0,11000.0,41000,2.0,2013.0,143.0,Comedy,PG-13,272.0,346.0,131227,6.3
935,26826,65.0,12000.0,0,1.0,2002.0,96.0,Comedy,PG-13,117.0,309.0,110432,5.8
936,3388,14000.0,1000.0,37000,0.0,2011.0,112.0,Mystery,PG-13,539.0,849.0,287822,7.1
937,10003,0.0,8000.0,0,0.0,2000.0,131.0,Biography,R,169.0,498.0,135246,7.3
938,14087,80.0,11000.0,0,2.0,2003.0,116.0,Comedy,PG-13,140.0,357.0,156717,6.4
939,19428,97.0,17000.0,24000,2.0,2014.0,112.0,Action,R,330.0,322.0,258186,7.1
940,25697,277.0,11000.0,11000,0.0,1994.0,123.0,Drama,R,120.0,406.0,239752,7.6
941,29505,235.0,14000.0,0,1.0,2008.0,104.0,Comedy,PG-13,190.0,243.0,271691,6.8
942,14569,43.0,12000.0,10000,2.0,2016.0,107.0,Action,PG-13,177.0,110.0,33354,6.6
943,9988,0.0,8000.0,0,2.0,1998.0,124.0,Comedy,PG-13,65.0,252.0,46482,6.7
944,10886,51.0,8000.0,13000,2.0,2015.0,96.0,Comedy,PG-13,145.0,130.0,54010,6.1
945,62837,252.0,40000.0,90000,1.0,2014.0,125.0,Adventure,PG,321.0,779.0,101178,6.0
946,19148,0.0,18000.0,0,2.0,2006.0,129.0,Crime,R,230.0,646.0,273108,7.6
947,3148,241.0,1000.0,0,1.0,1999.0,90.0,Action,R,143.0,394.0,111368,7.1
948,1761,155.0,426.0,0,0.0,1995.0,109.0,Action,PG-13,55.0,147.0,34471,5.0
949,36873,488.0,19000.0,22000,3.0,2011.0,124.0,Comedy,PG,257.0,199.0,111003,7.1
950,13421,295.0,12000.0,0,0.0,2009.0,121.0,Drama,PG-13,279.0,791.0,186879,6.2
951,37967,9.0,14000.0,2000,2.0,2006.0,95.0,Comedy,PG-13,143.0,242.0,58412,5.6
952,10163,62.0,6000.0,0,0.0,2005.0,128.0,Horror,PG-13,196.0,560.0,71153,5.4
953,57426,43.0,33000.0,44000,7.0,2011.0,118.0,Comedy,PG-13,310.0,292.0,375456,7.4
954,13430,12.0,13000.0,795,0.0,2004.0,80.0,Animation,PG,116.0,232.0,58961,5.0
955,6729,148.0,2000.0,0,1.0,2004.0,99.0,Comedy,PG,105.0,209.0,27548,5.2
956,53094,152.0,22000.0,27000,1.0,2011.0,133.0,Biography,PG-13,419.0,312.0,283563,7.6
957,30383,249.0,18000.0,0,3.0,1995.0,127.0,Action,R,64.0,130.0,91176,6.6
958,16967,174.0,14000.0,24000,0.0,2014.0,106.0,Action,PG-13,359.0,384.0,200647,7.0
959,14007,99.0,12000.0,0,3.0,2009.0,98.0,Action,PG,166.0,110.0,43328,5.7
960,22417,160.0,20000.0,48000,1.0,2005.0,132.0,Action,R,525.0,2042.0,791783,8.2
961,428,71.0,154.0,955,2.0,2003.0,114.0,Action,PG-13,165.0,192.0,81444,6.2
963,11124,5.0,8000.0,624,0.0,2006.0,78.0,Adventure,G,87.0,118.0,12845,6.6
964,2177,23.0,660.0,1000,1.0,2005.0,101.0,Adventure,G,117.0,168.0,36431,4.7
965,3341,39.0,1000.0,970,0.0,2001.0,113.0,Crime,R,113.0,248.0,40362,6.3
966,11946,75.0,10000.0,45000,2.0,2013.0,98.0,Action,R,349.0,304.0,159868,6.1
967,2583,213.0,838.0,0,0.0,2002.0,124.0,Drama,R,152.0,533.0,63067,6.7
968,15608,154.0,15000.0,27000,1.0,2011.0,109.0,Action,PG-13,288.0,329.0,195043,6.1
969,14747,79.0,13000.0,0,0.0,2005.0,128.0,Drama,R,358.0,625.0,109188,7.0
970,3580,0.0,769.0,44000,0.0,2016.0,144.0,Action,R,204.0,219.0,47764,7.4
971,19513,34.0,17000.0,18000,1.0,2014.0,95.0,Adventure,PG,156.0,102.0,45580,7.3
972,101383,12.0,87000.0,773,1.0,2006.0,105.0,Crime,PG-13,171.0,306.0,50170,5.8
973,19139,16000.0,16000.0,1000,0.0,1997.0,121.0,Action,R,76.0,142.0,39529,6.7
974,15569,0.0,10000.0,2000,1.0,1997.0,125.0,Action,R,97.0,142.0,60326,5.8
975,1397,21000.0,495.0,25000,1.0,1997.0,129.0,Drama,R,157.0,506.0,261069,7.8
976,1933,50.0,992.0,0,0.0,2006.0,132.0,Adventure,R,267.0,1740.0,172792,6.6
977,24024,41.0,18000.0,0,1.0,2000.0,118.0,Comedy,PG-13,118.0,261.0,48322,6.5
978,8398,22.0,3000.0,39000,7.0,2012.0,113.0,Comedy,R,291.0,181.0,172112,6.7
979,20152,473.0,18000.0,3000,2.0,1998.0,140.0,Action,R,68.0,279.0,107227,7.3
980,1367,77.0,490.0,15000,0.0,2014.0,89.0,Action,PG-13,228.0,210.0,54101,5.8
981,1093,644.0,437.0,669,1.0,1994.0,104.0,Action,R,36.0,114.0,60293,5.5
982,19610,287.0,16000.0,0,0.0,1990.0,106.0,Comedy,PG-13,105.0,148.0,68428,6.3
983,30183,71.0,21000.0,47000,1.0,2014.0,141.0,Crime,R,276.0,275.0,136973,7.4
984,1289,75.0,294.0,0,2.0,1997.0,124.0,Action,R,93.0,156.0,46451,5.9
985,16791,38.0,14000.0,0,1.0,2004.0,98.0,Action,R,191.0,672.0,151580,6.2
986,15634,17.0,14000.0,0,1.0,2004.0,108.0,Comedy,R,143.0,259.0,74315,5.9
987,19739,73.0,18000.0,1000,3.0,2003.0,114.0,Crime,R,124.0,157.0,45895,6.5
988,1860,0.0,854.0,812,1.0,1994.0,101.0,Action,R,47.0,140.0,17997,4.4
989,14899,0.0,12000.0,0,1.0,2005.0,93.0,Action,PG,66.0,177.0,20310,3.5
990,29461,0.0,29000.0,0,0.0,2000.0,119.0,Adventure,R,118.0,548.0,176169,6.6
991,2052,0.0,627.0,718,1.0,2004.0,119.0,Comedy,PG-13,93.0,106.0,30890,6.0
992,701,160.0,330.0,0,0.0,2009.0,99.0,Action,R,235.0,194.0,58349,6.4
993,25469,0.0,24000.0,0,0.0,1999.0,137.0,Drama,PG-13,113.0,226.0,26034,6.5
995,3016,31.0,2000.0,877,1.0,1996.0,117.0,Comedy,R,51.0,118.0,34896,4.3
996,20061,9.0,15000.0,0,0.0,2010.0,87.0,Comedy,PG,98.0,65.0,11257,4.2
997,14344,16000.0,13000.0,16000,0.0,2010.0,129.0,Drama,PG-13,315.0,323.0,80140,6.5
998,34606,58.0,33000.0,0,0.0,2002.0,115.0,Crime,R,136.0,302.0,43574,6.1
999,58528,503.0,45000.0,0,0.0,1995.0,132.0,Action,R,61.0,84.0,62981,6.3
1000,1344,73.0,879.0,3000,0.0,2007.0,131.0,Crime,R,209.0,392.0,86374,6.2
1001,14706,0.0,13000.0,0,1.0,1999.0,95.0,Comedy,R,99.0,150.0,18404,5.9
1002,1300,487.0,430.0,43000,3.0,2013.0,125.0,Action,PG-13,298.0,347.0,92461,5.9
1003,3357,323.0,933.0,0,0.0,2003.0,98.0,Action,R,131.0,286.0,49926,6.5
1004,18635,16000.0,16000.0,705,1.0,2002.0,110.0,Action,R,146.0,260.0,34356,6.4
1005,7654,670.0,6000.0,0,0.0,2009.0,118.0,Action,R,245.0,190.0,80196,6.5
1006,15935,0.0,12000.0,0,0.0,1996.0,101.0,Action,R,104.0,227.0,54021,5.7
1008,16358,663.0,14000.0,0,1.0,1999.0,90.0,Action,PG,162.0,514.0,128455,8.0
1009,15757,0.0,13000.0,0,8.0,2004.0,119.0,Adventure,R,259.0,632.0,139535,7.3
1010,12786,378.0,11000.0,10000,1.0,2016.0,139.0,Action,R,79.0,47.0,3077,6.7
1011,32637,317.0,18000.0,0,0.0,2003.0,130.0,Crime,R,141.0,420.0,88270,7.5
1012,6171,65.0,1000.0,779,5.0,2005.0,100.0,Action,PG-13,59.0,94.0,19829,5.4
1013,16992,174.0,14000.0,15000,2.0,2015.0,114.0,Action,R,236.0,205.0,76010,6.6
1014,17211,0.0,10000.0,0,1.0,2007.0,96.0,Crime,R,356.0,398.0,189249,7.7
1015,25049,134.0,23000.0,0,3.0,2005.0,110.0,Action,PG-13,120.0,208.0,63599,5.8
1016,144,0.0,51.0,0,0.0,1999.0,158.0,Adventure,R,111.0,390.0,55889,6.4
1017,45202,234.0,20000.0,18000,3.0,2011.0,102.0,Adventure,R,208.0,274.0,85237,5.6
1018,8018,260.0,6000.0,0,0.0,2011.0,84.0,Drama,PG-13,174.0,137.0,46239,6.0
1019,2606,333.0,972.0,697,2.0,1997.0,115.0,Crime,PG-13,59.0,73.0,16562,6.2
1020,2949,32.0,1000.0,0,1.0,1994.0,99.0,Adventure,PG,22.0,78.0,33186,5.9
1021,15820,596.0,10000.0,943,1.0,1995.0,135.0,Drama,R,34.0,90.0,12037,5.1
1022,10191,218.0,6000.0,9000,2.0,2010.0,108.0,Biography,PG-13,214.0,127.0,38513,6.8
1024,5702,12000.0,984.0,0,0.0,2005.0,127.0,Action,R,186.0,374.0,58015,6.0
1025,5461,607.0,2000.0,422,0.0,1995.0,107.0,Crime,R,50.0,70.0,9227,5.1
1026,29926,83.0,18000.0,0,1.0,2009.0,95.0,Action,R,180.0,245.0,113483,5.8
1027,3580,98.0,1000.0,14000,7.0,2013.0,124.0,Drama,PG-13,231.0,258.0,67796,6.2
1028,52885,0.0,49000.0,0,2.0,2002.0,109.0,Comedy,R,105.0,341.0,34730,6.4
1029,24107,0.0,14000.0,28000,4.0,2016.0,102.0,Comedy,PG-13,226.0,150.0,34964,4.8
1030,11972,5.0,11000.0,288,5.0,2004.0,88.0,Comedy,PG-13,75.0,93.0,15880,4.9
1031,3954,0.0,2000.0,255,0.0,2000.0,87.0,Comedy,R,82.0,91.0,8070,5.6
1032,16481,71.0,12000.0,15000,1.0,2011.0,104.0,Action,R,296.0,211.0,81800,5.5
1033,1385,43.0,841.0,0,2.0,2009.0,96.0,Action,PG-13,103.0,179.0,19824,3.7
1034,32831,70.0,26000.0,0,1.0,2001.0,85.0,Action,PG-13,98.0,294.0,77684,5.9
1036,2795,212.0,879.0,2000,5.0,1990.0,104.0,Action,R,48.0,113.0,14429,6.3
1037,24316,628.0,22000.0,21000,2.0,2009.0,135.0,Comedy,R,195.0,209.0,90932,7.4
1038,1418,0.0,599.0,0,0.0,2000.0,190.0,Crime,R,223.0,867.0,170684,7.6
1039,12884,14000.0,11000.0,0,5.0,1989.0,127.0,Action,PG-13,149.0,477.0,515306,8.3
1040,2035,456.0,2000.0,36000,1.0,2012.0,129.0,Drama,R,324.0,226.0,70886,6.6
1041,23051,662.0,20000.0,67000,0.0,2015.0,120.0,Action,R,371.0,627.0,172965,6.9
1042,29748,176.0,18000.0,0,2.0,1999.0,118.0,Crime,R,75.0,397.0,120202,6.7
1043,18141,21000.0,17000.0,0,0.0,2002.0,112.0,Crime,R,233.0,850.0,206104,6.8
1045,3743,737.0,2000.0,3000,1.0,1999.0,114.0,Action,R,150.0,560.0,137854,7.1
1046,27666,79.0,27000.0,18000,3.0,2015.0,137.0,Crime,R,172.0,185.0,40568,6.4
1047,1823,109.0,779.0,0,8.0,2001.0,112.0,Adventure,PG-13,103.0,497.0,93367,6.4
1048,33615,34.0,18000.0,0,1.0,2001.0,120.0,Drama,PG-13,140.0,537.0,148490,7.4
1049,22209,446.0,20000.0,0,1.0,2001.0,123.0,Comedy,PG-13,125.0,316.0,64595,6.4
1050,5390,11000.0,3000.0,0,2.0,2000.0,93.0,Comedy,PG-13,125.0,254.0,81888,6.0
1051,18793,0.0,12000.0,828,1.0,1984.0,123.0,Crime,R,36.0,84.0,12771,6.5
